target_score;miRNA;gene;Gene Description
76;hsa-miR-93-3p;SRSF6;serine and arginine rich splicing factor 6
76;hsa-miR-93-3p;GFRA1;GDNF family receptor alpha 1
76;hsa-miR-93-3p;JAG1;jagged 1
75;hsa-miR-93-3p;EML1;EMAP like 1
75;hsa-miR-93-3p;NPHP3;nephrocystin 3
75;hsa-miR-93-3p;XYLB;xylulokinase
75;hsa-miR-93-3p;THSD4;thrombospondin type 1 domain containing 4
75;hsa-miR-93-3p;CLDN8;claudin 8
74;hsa-miR-93-3p;CCDC57;coiled-coil domain containing 57
74;hsa-miR-93-3p;PTCD2;pentatricopeptide repeat domain 2
74;hsa-miR-93-3p;CLIC4;chloride intracellular channel 4
74;hsa-miR-93-3p;CD93;CD93 molecule
74;hsa-miR-93-3p;SET;SET nuclear proto-oncogene
74;hsa-miR-93-3p;FLT1;fms related tyrosine kinase 1
74;hsa-miR-93-3p;TRIM33;tripartite motif containing 33
74;hsa-miR-93-3p;ATP2A2;ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
74;hsa-miR-93-3p;SAP30L;SAP30 like
74;hsa-miR-93-3p;BAGE2;BAGE family member 2
74;hsa-miR-93-3p;LRP6;LDL receptor related protein 6
74;hsa-miR-93-3p;DCP1A;decapping mRNA 1A
74;hsa-miR-93-3p;MXI1;MAX interactor 1, dimerization protein
74;hsa-miR-93-3p;EXOSC3;exosome component 3
74;hsa-miR-93-3p;TOX4;TOX high mobility group box family member 4
73;hsa-miR-93-3p;CHST11;carbohydrate sulfotransferase 11
73;hsa-miR-93-3p;ARID1A;AT-rich interaction domain 1A
73;hsa-miR-93-3p;CTSZ;cathepsin Z
73;hsa-miR-93-3p;RNF180;ring finger protein 180
73;hsa-miR-93-3p;TSPAN11;tetraspanin 11
73;hsa-miR-93-3p;DAP;death associated protein
73;hsa-miR-93-3p;HECTD2;HECT domain E3 ubiquitin protein ligase 2
73;hsa-miR-93-3p;UBR2;ubiquitin protein ligase E3 component n-recognin 2
73;hsa-miR-93-3p;RLF;rearranged L-myc fusion
72;hsa-miR-93-3p;GATA4;GATA binding protein 4
72;hsa-miR-93-3p;RAI14;retinoic acid induced 14
72;hsa-miR-93-3p;ZC2HC1C;zinc finger C2HC-type containing 1C
72;hsa-miR-93-3p;CPD;carboxypeptidase D
72;hsa-miR-93-3p;DPF3;double PHD fingers 3
72;hsa-miR-93-3p;SMDT1;single-pass membrane protein with aspartate rich tail 1
72;hsa-miR-93-3p;TAF9B;TATA-box binding protein associated factor 9b
71;hsa-miR-93-3p;DNMT3B;DNA methyltransferase 3 beta
71;hsa-miR-93-3p;SHE;Src homology 2 domain containing E
71;hsa-miR-93-3p;BCLAF3;BCLAF1 and THRAP3 family member 3
71;hsa-miR-93-3p;KAT6A;lysine acetyltransferase 6A
71;hsa-miR-93-3p;GUCY1A1;guanylate cyclase 1 soluble subunit alpha 1
71;hsa-miR-93-3p;CDC42SE2;CDC42 small effector 2
71;hsa-miR-93-3p;OR2A4;olfactory receptor family 2 subfamily A member 4
71;hsa-miR-93-3p;RBBP6;RB binding protein 6, ubiquitin ligase
71;hsa-miR-93-3p;GPR39;G protein-coupled receptor 39
71;hsa-miR-93-3p;LOC339862;uncharacterized LOC339862
71;hsa-miR-93-3p;SLC24A2;solute carrier family 24 member 2
71;hsa-miR-93-3p;LARS2;leucyl-tRNA synthetase 2, mitochondrial
71;hsa-miR-93-3p;LCOR;ligand dependent nuclear receptor corepressor
71;hsa-miR-93-3p;NR2C2;nuclear receptor subfamily 2 group C member 2
70;hsa-miR-93-3p;GPATCH2L;G-patch domain containing 2 like
70;hsa-miR-93-3p;TPD52L1;TPD52 like 1
70;hsa-miR-93-3p;AMFR;autocrine motility factor receptor
70;hsa-miR-93-3p;ZNRF2;zinc and ring finger 2
70;hsa-miR-93-3p;GGCT;gamma-glutamylcyclotransferase
70;hsa-miR-93-3p;GPR17;G protein-coupled receptor 17
70;hsa-miR-93-3p;MORC4;MORC family CW-type zinc finger 4
70;hsa-miR-93-3p;WNT16;Wnt family member 16
70;hsa-miR-93-3p;TBC1D25;TBC1 domain family member 25
70;hsa-miR-93-3p;HK1;hexokinase 1
70;hsa-miR-93-3p;ST6GAL2;ST6 beta-galactoside alpha-2,6-sialyltransferase 2
70;hsa-miR-93-3p;ST8SIA4;ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
70;hsa-miR-93-3p;UBXN4;UBX domain protein 4
70;hsa-miR-93-3p;MED8;mediator complex subunit 8
70;hsa-miR-93-3p;NFX1;nuclear transcription factor, X-box binding 1
69;hsa-miR-93-3p;C7orf69;chromosome 7 open reading frame 69
69;hsa-miR-93-3p;S1PR1;sphingosine-1-phosphate receptor 1
69;hsa-miR-93-3p;LDLRAD3;low density lipoprotein receptor class A domain containing 3
69;hsa-miR-93-3p;NLGN4Y;neuroligin 4 Y-linked
69;hsa-miR-93-3p;KCNQ3;potassium voltage-gated channel subfamily Q member 3
69;hsa-miR-93-3p;TMEM170B;transmembrane protein 170B
69;hsa-miR-93-3p;SEPHS1;selenophosphate synthetase 1
69;hsa-miR-93-3p;RAB3GAP1;RAB3 GTPase activating protein catalytic subunit 1
69;hsa-miR-93-3p;PEA15;proliferation and apoptosis adaptor protein 15
69;hsa-miR-93-3p;PDPK1;3-phosphoinositide dependent protein kinase 1
69;hsa-miR-93-3p;RTL5;retrotransposon Gag like 5
69;hsa-miR-93-3p;CDC42BPB;CDC42 binding protein kinase beta
69;hsa-miR-93-3p;TGIF2LY;TGFB induced factor homeobox 2 like Y-linked
69;hsa-miR-93-3p;SLC10A7;solute carrier family 10 member 7
69;hsa-miR-93-3p;ZDHHC15;zinc finger DHHC-type containing 15
69;hsa-miR-93-3p;RUNX1T1;RUNX1 translocation partner 1
69;hsa-miR-93-3p;TMEM56-RWDD3;TMEM56-RWDD3 readthrough
69;hsa-miR-93-3p;DYRK1A;dual specificity tyrosine phosphorylation regulated kinase 1A
69;hsa-miR-93-3p;TRERF1;transcriptional regulating factor 1
69;hsa-miR-93-3p;GLP1R;glucagon like peptide 1 receptor
68;hsa-miR-93-3p;CACHD1;cache domain containing 1
68;hsa-miR-93-3p;ELMOD3;ELMO domain containing 3
68;hsa-miR-93-3p;CYFIP2;cytoplasmic FMR1 interacting protein 2
68;hsa-miR-93-3p;ZNF569;zinc finger protein 569
68;hsa-miR-93-3p;KIAA1958;KIAA1958
68;hsa-miR-93-3p;PACS2;phosphofurin acidic cluster sorting protein 2
68;hsa-miR-93-3p;TMEM266;transmembrane protein 266
68;hsa-miR-93-3p;ZBTB20;zinc finger and BTB domain containing 20
67;hsa-miR-93-3p;UBL3;ubiquitin like 3
67;hsa-miR-93-3p;SLC11A1;solute carrier family 11 member 1
67;hsa-miR-93-3p;XPO4;exportin 4
67;hsa-miR-93-3p;KMT5B;lysine methyltransferase 5B
67;hsa-miR-93-3p;GNAT1;G protein subunit alpha transducin 1
67;hsa-miR-93-3p;CARD8;caspase recruitment domain family member 8
67;hsa-miR-93-3p;CBFA2T2;CBFA2/RUNX1 translocation partner 2
67;hsa-miR-93-3p;RAP1A;RAP1A, member of RAS oncogene family
67;hsa-miR-93-3p;THUMPD1;THUMP domain containing 1
67;hsa-miR-93-3p;HIVEP3;human immunodeficiency virus type I enhancer binding protein 3
67;hsa-miR-93-3p;PDE4DIP;phosphodiesterase 4D interacting protein
67;hsa-miR-93-3p;DYNC1LI2;dynein cytoplasmic 1 light intermediate chain 2
67;hsa-miR-93-3p;TSTD2;thiosulfate sulfurtransferase like domain containing 2
67;hsa-miR-93-3p;UBE2D3;ubiquitin conjugating enzyme E2 D3
67;hsa-miR-93-3p;TMEM117;transmembrane protein 117
67;hsa-miR-93-3p;SIKE1;suppressor of IKBKE 1
67;hsa-miR-93-3p;MSL2;MSL complex subunit 2
67;hsa-miR-93-3p;AVIL;advillin
66;hsa-miR-93-3p;VGLL3;vestigial like family member 3
66;hsa-miR-93-3p;KLRD1;killer cell lectin like receptor D1
66;hsa-miR-93-3p;ABHD15;abhydrolase domain containing 15
66;hsa-miR-93-3p;TM2D2;TM2 domain containing 2
66;hsa-miR-93-3p;TRIM66;tripartite motif containing 66
66;hsa-miR-93-3p;FAM19A3;family with sequence similarity 19 member A3, C-C motif chemokine like
66;hsa-miR-93-3p;HS3ST1;heparan sulfate-glucosamine 3-sulfotransferase 1
66;hsa-miR-93-3p;CCDC141;coiled-coil domain containing 141
66;hsa-miR-93-3p;SYT5;synaptotagmin 5
66;hsa-miR-93-3p;RALGAPA2;Ral GTPase activating protein catalytic alpha subunit 2
66;hsa-miR-93-3p;PHF6;PHD finger protein 6
66;hsa-miR-93-3p;RBM47;RNA binding motif protein 47
66;hsa-miR-93-3p;DCX;doublecortin
66;hsa-miR-93-3p;SEMA6A;semaphorin 6A
66;hsa-miR-93-3p;AAK1;AP2 associated kinase 1
66;hsa-miR-93-3p;ZNF382;zinc finger protein 382
65;hsa-miR-93-3p;ONECUT2;one cut homeobox 2
65;hsa-miR-93-3p;ZCCHC24;zinc finger CCHC-type containing 24
65;hsa-miR-93-3p;IKZF2;IKAROS family zinc finger 2
65;hsa-miR-93-3p;CD80;CD80 molecule
65;hsa-miR-93-3p;ATG13;autophagy related 13
65;hsa-miR-93-3p;ADGRA1;adhesion G protein-coupled receptor A1
65;hsa-miR-93-3p;KCNK10;potassium two pore domain channel subfamily K member 10
65;hsa-miR-93-3p;RAB39A;RAB39A, member RAS oncogene family
65;hsa-miR-93-3p;SYNRG;synergin gamma
65;hsa-miR-93-3p;ZNF699;zinc finger protein 699
65;hsa-miR-93-3p;RASGEF1B;RasGEF domain family member 1B
65;hsa-miR-93-3p;ARHGEF4;Rho guanine nucleotide exchange factor 4
65;hsa-miR-93-3p;EXT1;exostosin glycosyltransferase 1
65;hsa-miR-93-3p;MORN4;MORN repeat containing 4
64;hsa-miR-93-3p;PCBP4;poly(rC) binding protein 4
64;hsa-miR-93-3p;ISCU;iron-sulfur cluster assembly enzyme
64;hsa-miR-93-3p;ZMYM2;zinc finger MYM-type containing 2
64;hsa-miR-93-3p;CCDC97;coiled-coil domain containing 97
64;hsa-miR-93-3p;MRAS;muscle RAS oncogene homolog
64;hsa-miR-93-3p;RIT1;Ras like without CAAX 1
64;hsa-miR-93-3p;SKI;SKI proto-oncogene
64;hsa-miR-93-3p;TRAF1;TNF receptor associated factor 1
64;hsa-miR-93-3p;NNAT;neuronatin
63;hsa-miR-93-3p;TBXT;T-box transcription factor T
63;hsa-miR-93-3p;TUBGCP2;tubulin gamma complex associated protein 2
63;hsa-miR-93-3p;GOLGA7B;golgin A7 family member B
63;hsa-miR-93-3p;RCOR1;REST corepressor 1
63;hsa-miR-93-3p;SBNO1;strawberry notch homolog 1
63;hsa-miR-93-3p;GAREM1;GRB2 associated regulator of MAPK1 subtype 1
63;hsa-miR-93-3p;CBLL2;Cbl proto-oncogene like 2
63;hsa-miR-93-3p;CSMD2;CUB and Sushi multiple domains 2
63;hsa-miR-93-3p;C1orf21;chromosome 1 open reading frame 21
63;hsa-miR-93-3p;ZNF606;zinc finger protein 606
63;hsa-miR-93-3p;LEF1;lymphoid enhancer binding factor 1
63;hsa-miR-93-3p;WDR26;WD repeat domain 26
63;hsa-miR-93-3p;ACVR2B;activin A receptor type 2B
63;hsa-miR-93-3p;CTTNBP2NL;CTTNBP2 N-terminal like
63;hsa-miR-93-3p;C12orf49;chromosome 12 open reading frame 49
63;hsa-miR-93-3p;TLL2;tolloid like 2
63;hsa-miR-93-3p;CLNS1A;chloride nucleotide-sensitive channel 1A
63;hsa-miR-93-3p;SLC40A1;solute carrier family 40 member 1
63;hsa-miR-93-3p;RANBP3L;RAN binding protein 3 like
63;hsa-miR-93-3p;PRTG;protogenin
63;hsa-miR-93-3p;COL4A3BP;collagen type IV alpha 3 binding protein
63;hsa-miR-93-3p;CDKN1B;cyclin dependent kinase inhibitor 1B
63;hsa-miR-93-3p;SESN1;sestrin 1
63;hsa-miR-93-3p;NSD2;nuclear receptor binding SET domain protein 2
63;hsa-miR-93-3p;TSPAN1;tetraspanin 1
63;hsa-miR-93-3p;CERS2;ceramide synthase 2
63;hsa-miR-93-3p;ANXA13;annexin A13
62;hsa-miR-93-3p;EGFLAM;EGF like, fibronectin type III and laminin G domains
62;hsa-miR-93-3p;DCAF10;DDB1 and CUL4 associated factor 10
62;hsa-miR-93-3p;RAPGEF1;Rap guanine nucleotide exchange factor 1
62;hsa-miR-93-3p;RFX3;regulatory factor X3
62;hsa-miR-93-3p;ARIH1;ariadne RBR E3 ubiquitin protein ligase 1
62;hsa-miR-93-3p;CRADD;CASP2 and RIPK1 domain containing adaptor with death domain
62;hsa-miR-93-3p;PACSIN1;protein kinase C and casein kinase substrate in neurons 1
62;hsa-miR-93-3p;KIAA0408;KIAA0408
62;hsa-miR-93-3p;RETREG3;reticulophagy regulator family member 3
62;hsa-miR-93-3p;TMEM255A;transmembrane protein 255A
62;hsa-miR-93-3p;CAPN8;calpain 8
62;hsa-miR-93-3p;GSE1;Gse1 coiled-coil protein
62;hsa-miR-93-3p;MAP4K4;mitogen-activated protein kinase kinase kinase kinase 4
61;hsa-miR-93-3p;IFNA10;interferon alpha 10
61;hsa-miR-93-3p;CCNG2;cyclin G2
61;hsa-miR-93-3p;CHCHD3;coiled-coil-helix-coiled-coil-helix domain containing 3
61;hsa-miR-93-3p;PLEKHA8;pleckstrin homology domain containing A8
61;hsa-miR-93-3p;ABAT;4-aminobutyrate aminotransferase
61;hsa-miR-93-3p;DSTYK;dual serine/threonine and tyrosine protein kinase
61;hsa-miR-93-3p;TMEM136;transmembrane protein 136
61;hsa-miR-93-3p;SORCS1;sortilin related VPS10 domain containing receptor 1
61;hsa-miR-93-3p;TOR1AIP2;torsin 1A interacting protein 2
61;hsa-miR-93-3p;TMEM38B;transmembrane protein 38B
61;hsa-miR-93-3p;CBL;Cbl proto-oncogene
61;hsa-miR-93-3p;SAMD12;sterile alpha motif domain containing 12
61;hsa-miR-93-3p;AKAP13;A-kinase anchoring protein 13
61;hsa-miR-93-3p;ALDH1A2;aldehyde dehydrogenase 1 family member A2
61;hsa-miR-93-3p;IFNA4;interferon alpha 4
61;hsa-miR-93-3p;MOB2;MOB kinase activator 2
60;hsa-miR-93-3p;IFNA17;interferon alpha 17
60;hsa-miR-93-3p;SNX4;sorting nexin 4
60;hsa-miR-93-3p;ARHGAP6;Rho GTPase activating protein 6
60;hsa-miR-93-3p;USB1;U6 snRNA biogenesis phosphodiesterase 1
60;hsa-miR-93-3p;DLEU7;deleted in lymphocytic leukemia 7
60;hsa-miR-93-3p;LLCFC1;LLLL and CFNLAS motif containing 1
60;hsa-miR-93-3p;SOGA3;SOGA family member 3
60;hsa-miR-93-3p;IQCG;IQ motif containing G
60;hsa-miR-93-3p;JRK;Jrk helix-turn-helix protein
60;hsa-miR-93-3p;KCNMA1;potassium calcium-activated channel subfamily M alpha 1
60;hsa-miR-93-3p;SUFU;SUFU negative regulator of hedgehog signaling
60;hsa-miR-93-3p;USP46;ubiquitin specific peptidase 46
60;hsa-miR-93-3p;ATRN;attractin
60;hsa-miR-93-3p;DCAF4;DDB1 and CUL4 associated factor 4
60;hsa-miR-93-3p;ABLIM1;actin binding LIM protein 1
60;hsa-miR-93-3p;ZFY;zinc finger protein Y-linked
60;hsa-miR-93-3p;TEX13B;testis expressed 13B
60;hsa-miR-93-3p;EDN1;endothelin 1
60;hsa-miR-93-3p;SETX;senataxin
60;hsa-miR-93-3p;RBPJ;recombination signal binding protein for immunoglobulin kappa J region
60;hsa-miR-93-3p;YAP1;Yes associated protein 1
60;hsa-miR-93-3p;ZNF385B;zinc finger protein 385B
60;hsa-miR-93-3p;PCLO;piccolo presynaptic cytomatrix protein
59;hsa-miR-93-3p;TREML4;triggering receptor expressed on myeloid cells like 4
59;hsa-miR-93-3p;HOOK3;hook microtubule tethering protein 3
59;hsa-miR-93-3p;SIK2;salt inducible kinase 2
59;hsa-miR-93-3p;GCLM;glutamate-cysteine ligase modifier subunit
59;hsa-miR-93-3p;ESYT3;extended synaptotagmin 3
59;hsa-miR-93-3p;DLG2;discs large MAGUK scaffold protein 2
59;hsa-miR-93-3p;RAB36;RAB36, member RAS oncogene family
59;hsa-miR-93-3p;IRX2;iroquois homeobox 2
59;hsa-miR-93-3p;SNX27;sorting nexin family member 27
59;hsa-miR-93-3p;SPTLC2;serine palmitoyltransferase long chain base subunit 2
59;hsa-miR-93-3p;TCF4;transcription factor 4
59;hsa-miR-93-3p;UNC5D;unc-5 netrin receptor D
59;hsa-miR-93-3p;CZIB;CXXC motif containing zinc binding protein
59;hsa-miR-93-3p;FAM107B;family with sequence similarity 107 member B
59;hsa-miR-93-3p;TNS3;tensin 3
59;hsa-miR-93-3p;SLC43A2;solute carrier family 43 member 2
59;hsa-miR-93-3p;IRF2;interferon regulatory factor 2
59;hsa-miR-93-3p;SNRK;SNF related kinase
59;hsa-miR-93-3p;ARFGAP3;ADP ribosylation factor GTPase activating protein 3
59;hsa-miR-93-3p;KLHL6;kelch like family member 6
59;hsa-miR-93-3p;LCORL;ligand dependent nuclear receptor corepressor like
59;hsa-miR-93-3p;PLCE1;phospholipase C epsilon 1
59;hsa-miR-93-3p;PLEKHG4B;pleckstrin homology and RhoGEF domain containing G4B
59;hsa-miR-93-3p;RNF4;ring finger protein 4
58;hsa-miR-93-3p;SERINC4;serine incorporator 4
58;hsa-miR-93-3p;SMARCD1;SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
58;hsa-miR-93-3p;FSBP;fibrinogen silencer binding protein
58;hsa-miR-93-3p;FAM53C;family with sequence similarity 53 member C
58;hsa-miR-93-3p;SNCA;synuclein alpha
58;hsa-miR-93-3p;HOXB9;homeobox B9
58;hsa-miR-93-3p;NIPA1;NIPA magnesium transporter 1
58;hsa-miR-93-3p;ARFGEF2;ADP ribosylation factor guanine nucleotide exchange factor 2
58;hsa-miR-93-3p;ZNF621;zinc finger protein 621
58;hsa-miR-93-3p;MTDH;metadherin
58;hsa-miR-93-3p;NXPH3;neurexophilin 3
58;hsa-miR-93-3p;LCN1;lipocalin 1
58;hsa-miR-93-3p;STEAP2;STEAP2 metalloreductase
58;hsa-miR-93-3p;SRPK1;SRSF protein kinase 1
58;hsa-miR-93-3p;RBCK1;RANBP2-type and C3HC4-type zinc finger containing 1
58;hsa-miR-93-3p;NUDT13;nudix hydrolase 13
57;hsa-miR-93-3p;FBXL7;F-box and leucine rich repeat protein 7
57;hsa-miR-93-3p;STXBP4;syntaxin binding protein 4
57;hsa-miR-93-3p;ABTB2;ankyrin repeat and BTB domain containing 2
57;hsa-miR-93-3p;KANSL3;KAT8 regulatory NSL complex subunit 3
57;hsa-miR-93-3p;MAX;MYC associated factor X
57;hsa-miR-93-3p;NLGN4X;neuroligin 4 X-linked
57;hsa-miR-93-3p;COL23A1;collagen type XXIII alpha 1 chain
57;hsa-miR-93-3p;SIAH3;siah E3 ubiquitin protein ligase family member 3
57;hsa-miR-93-3p;WWP2;WW domain containing E3 ubiquitin protein ligase 2
57;hsa-miR-93-3p;FAM19A2;family with sequence similarity 19 member A2, C-C motif chemokine like
57;hsa-miR-93-3p;NRBP1;nuclear receptor binding protein 1
57;hsa-miR-93-3p;CASK;calcium/calmodulin dependent serine protein kinase
57;hsa-miR-93-3p;RALGPS1;Ral GEF with PH domain and SH3 binding motif 1
57;hsa-miR-93-3p;DENND6B;DENN domain containing 6B
57;hsa-miR-93-3p;COL21A1;collagen type XXI alpha 1 chain
57;hsa-miR-93-3p;FMNL3;formin like 3
57;hsa-miR-93-3p;CXADR;CXADR, Ig-like cell adhesion molecule
57;hsa-miR-93-3p;CD84;CD84 molecule
57;hsa-miR-93-3p;CCL18;C-C motif chemokine ligand 18
57;hsa-miR-93-3p;RANBP6;RAN binding protein 6
57;hsa-miR-93-3p;RAD54B;RAD54 homolog B
57;hsa-miR-93-3p;HSF2BP;heat shock transcription factor 2 binding protein
57;hsa-miR-93-3p;CYTH3;cytohesin 3
56;hsa-miR-93-3p;ZNF260;zinc finger protein 260
56;hsa-miR-93-3p;PCDH1;protocadherin 1
56;hsa-miR-93-3p;PDK3;pyruvate dehydrogenase kinase 3
56;hsa-miR-93-3p;SULT6B1;sulfotransferase family 6B member 1
56;hsa-miR-93-3p;CASC4;cancer susceptibility 4
56;hsa-miR-93-3p;CHMP3;charged multivesicular body protein 3
56;hsa-miR-93-3p;FAM227A;family with sequence similarity 227 member A
56;hsa-miR-93-3p;TBC1D4;TBC1 domain family member 4
56;hsa-miR-93-3p;C22orf46;chromosome 22 open reading frame 46
56;hsa-miR-93-3p;STK40;serine/threonine kinase 40
56;hsa-miR-93-3p;SNRPG;small nuclear ribonucleoprotein polypeptide G
56;hsa-miR-93-3p;RHPN1;rhophilin Rho GTPase binding protein 1
56;hsa-miR-93-3p;XYLT1;xylosyltransferase 1
56;hsa-miR-93-3p;THSD7A;thrombospondin type 1 domain containing 7A
56;hsa-miR-93-3p;EYA3;EYA transcriptional coactivator and phosphatase 3
56;hsa-miR-93-3p;RAD23B;RAD23 homolog B, nucleotide excision repair protein
56;hsa-miR-93-3p;SPHKAP;SPHK1 interactor, AKAP domain containing
56;hsa-miR-93-3p;BICD2;BICD cargo adaptor 2
56;hsa-miR-93-3p;NEK9;NIMA related kinase 9
56;hsa-miR-93-3p;RNF103-CHMP3;RNF103-CHMP3 readthrough
56;hsa-miR-93-3p;ATAT1;alpha tubulin acetyltransferase 1
56;hsa-miR-93-3p;PTK6;protein tyrosine kinase 6
56;hsa-miR-93-3p;PRDM5;PR/SET domain 5
56;hsa-miR-93-3p;EIF4EBP1;eukaryotic translation initiation factor 4E binding protein 1
56;hsa-miR-93-3p;SEC61A1;Sec61 translocon alpha 1 subunit
56;hsa-miR-93-3p;SHB;SH2 domain containing adaptor protein B
55;hsa-miR-93-3p;TSR1;TSR1, ribosome maturation factor
55;hsa-miR-93-3p;C8orf44-SGK3;C8orf44-SGK3 readthrough
55;hsa-miR-93-3p;PCGF3;polycomb group ring finger 3
55;hsa-miR-93-3p;CSNK1G1;casein kinase 1 gamma 1
55;hsa-miR-93-3p;SGK3;serum/glucocorticoid regulated kinase family member 3
55;hsa-miR-93-3p;HRH1;histamine receptor H1
55;hsa-miR-93-3p;TOMM6;translocase of outer mitochondrial membrane 6
55;hsa-miR-93-3p;ZNF225;zinc finger protein 225
55;hsa-miR-93-3p;HAS3;hyaluronan synthase 3
55;hsa-miR-93-3p;HDHD2;haloacid dehalogenase like hydrolase domain containing 2
55;hsa-miR-93-3p;RPS24;ribosomal protein S24
55;hsa-miR-93-3p;FAM120AOS;family with sequence similarity 120A opposite strand
55;hsa-miR-93-3p;SNTB2;syntrophin beta 2
55;hsa-miR-93-3p;FAM219B;family with sequence similarity 219 member B
55;hsa-miR-93-3p;RTL10;retrotransposon Gag like 10
54;hsa-miR-93-3p;ZNF471;zinc finger protein 471
54;hsa-miR-93-3p;SEPT6;septin 6
54;hsa-miR-93-3p;MED22;mediator complex subunit 22
54;hsa-miR-93-3p;WDR45;WD repeat domain 45
54;hsa-miR-93-3p;PTPRT;protein tyrosine phosphatase, receptor type T
54;hsa-miR-93-3p;TOLLIP;toll interacting protein
54;hsa-miR-93-3p;TIAL1;TIA1 cytotoxic granule associated RNA binding protein like 1
54;hsa-miR-93-3p;SERPINA5;serpin family A member 5
54;hsa-miR-93-3p;GINS3;GINS complex subunit 3
54;hsa-miR-93-3p;ZNF3;zinc finger protein 3
54;hsa-miR-93-3p;HNRNPK;heterogeneous nuclear ribonucleoprotein K
54;hsa-miR-93-3p;GABRE;gamma-aminobutyric acid type A receptor epsilon subunit
54;hsa-miR-93-3p;STXBP6;syntaxin binding protein 6
54;hsa-miR-93-3p;PNMA8A;PNMA family member 8A
54;hsa-miR-93-3p;GLYAT;glycine-N-acyltransferase
54;hsa-miR-93-3p;GAS2L3;growth arrest specific 2 like 3
54;hsa-miR-93-3p;ELOA;elongin A
54;hsa-miR-93-3p;PRR9;proline rich 9
54;hsa-miR-93-3p;RUNX2;runt related transcription factor 2
54;hsa-miR-93-3p;BNIP3L;BCL2 interacting protein 3 like
54;hsa-miR-93-3p;DSEL;dermatan sulfate epimerase like
54;hsa-miR-93-3p;MLXIPL;MLX interacting protein like
54;hsa-miR-93-3p;PPP1R16B;protein phosphatase 1 regulatory subunit 16B
54;hsa-miR-93-3p;SOX9;SRY-box 9
54;hsa-miR-93-3p;ADD3;adducin 3
54;hsa-miR-93-3p;RPL22;ribosomal protein L22
54;hsa-miR-93-3p;FST;follistatin
54;hsa-miR-93-3p;RPN2;ribophorin II
54;hsa-miR-93-3p;HPCAL4;hippocalcin like 4
54;hsa-miR-93-3p;DLG3;discs large MAGUK scaffold protein 3
54;hsa-miR-93-3p;GANC;glucosidase alpha, neutral C
54;hsa-miR-93-3p;PDIK1L;PDLIM1 interacting kinase 1 like
54;hsa-miR-93-3p;RCC1L;RCC1 like
53;hsa-miR-93-3p;UBE3B;ubiquitin protein ligase E3B
53;hsa-miR-93-3p;TRAM2;translocation associated membrane protein 2
53;hsa-miR-93-3p;XKR7;XK related 7
53;hsa-miR-93-3p;ZMYND8;zinc finger MYND-type containing 8
53;hsa-miR-93-3p;C10orf67;chromosome 10 open reading frame 67
53;hsa-miR-93-3p;INSC;INSC, spindle orientation adaptor protein
53;hsa-miR-93-3p;OTULIN;OTU deubiquitinase with linear linkage specificity
53;hsa-miR-93-3p;CEMIP;cell migration inducing hyaluronidase 1
53;hsa-miR-93-3p;RAN;RAN, member RAS oncogene family
53;hsa-miR-93-3p;TSPY2;testis specific protein Y-linked 2
53;hsa-miR-93-3p;TMEM184A;transmembrane protein 184A
53;hsa-miR-93-3p;TSPY3;testis specific protein Y-linked 3
53;hsa-miR-93-3p;RAB3B;RAB3B, member RAS oncogene family
53;hsa-miR-93-3p;MBNL3;muscleblind like splicing regulator 3
53;hsa-miR-93-3p;THSD7B;thrombospondin type 1 domain containing 7B
53;hsa-miR-93-3p;TSPY4;testis specific protein Y-linked 4
53;hsa-miR-93-3p;TSPY10;testis specific protein Y-linked 10
53;hsa-miR-93-3p;TSPY1;testis specific protein Y-linked 1
53;hsa-miR-93-3p;NEUROD1;neuronal differentiation 1
53;hsa-miR-93-3p;SLFN13;schlafen family member 13
53;hsa-miR-93-3p;TSPY8;testis specific protein Y-linked 8
53;hsa-miR-93-3p;TLK1;tousled like kinase 1
53;hsa-miR-93-3p;DMBX1;diencephalon/mesencephalon homeobox 1
53;hsa-miR-93-3p;PRIMA1;proline rich membrane anchor 1
53;hsa-miR-93-3p;MUL1;mitochondrial E3 ubiquitin protein ligase 1
53;hsa-miR-93-3p;ZNF287;zinc finger protein 287
53;hsa-miR-93-3p;QKI;QKI, KH domain containing RNA binding
53;hsa-miR-93-3p;DIPK1A;divergent protein kinase domain 1A
